Year Month Day Hour temperature total_precipitation pressure wind_u wind_v longwave_radiation convective_fraction potential_energy
2000 1 1 0 1.1 0.0 89252.0 -1.1 -0.0 237.4 0.0 0.0
2000 1 2 0 -0.6 0.0 89243.2 0.5 -0.2 216.5 0.0 0.0
2000 1 3 0 -3.3 2.5 90020.5 1.1 -3.6 240.5 0.0 0.0
2000 1 4 0 -8.5 0.3 90329.5 2.4 1.0 185.6 0.0 0.0
2000 1 5 0 -1.1 0.5 89373.8 3.5 0.3 262.3 0.0 0.7
2000 1 6 0 -3.2 0.1 90354.8 3.9 0.4 211.6 0.0 3.7
2000 1 7 0 -3.8 0.0 90340.6 3.6 2.5 200.4 0.0 0.0
2000 1 8 0 -2.5 0.0 89773.8 3.6 1.5 202.4 0.0 0.0
2000 1 9 0 -1.5 0.0 88923.7 3.7 0.9 233.9 0.0 0.1
2000 1 10 0 -2.4 0.0 88700.8 5.1 -0.4 212.6 0.0 6.3
2000 1 11 0 -3.8 0.0 89209.8 0.5 1.3 229.2 0.0 0.0
2000 1 12 0 -4.9 0.0 89295.7 0.4 -0.8 213.9 0.0 2.2
2000 1 13 0 -3.4 0.0 90934.0 1.7 1.0 203.1 0.0 0.0
2000 1 14 0 0.4 0.0 90602.8 2.1 3.0 226.9 0.0 0.0
2000 1 15 0 3.7 0.0 90102.3 2.8 0.8 228.2 0.0 0.0
2000 1 16 0 -0.7 0.0 90744.5 -2.4 1.0 249.5 0.0 0.0
2000 1 17 0 2.5 0.0 90146.1 1.7 1.9 242.7 0.0 0.0
2000 1 18 0 3.4 0.2 90453.5 0.7 -0.2 233.4 0.0 0.4
2000 1 19 0 0.4 3.0 89793.4 1.2 -1.9 261.4 0.0 1.6
2000 1 20 0 -3.7 0.0 90293.3 1.0 0.7 203.0 0.0 0.0
2000 1 21 0 -0.6 0.1 89536.5 0.2 1.2 243.7 0.0 0.2
2000 1 22 0 1.9 0.1 89401.9 1.8 -1.5 253.3 0.0 10.7
2000 1 23 0 -2.6 0.3 90031.3 0.8 -1.6 220.4 0.0 1.0
2000 1 24 0 -1.9 0.1 89967.5 1.6 -0.1 219.5 0.0 0.0
2000 1 25 0 -4.5 0.3 90546.4 -0.4 0.0 200.5 0.0 0.0
2000 1 26 0 -3.8 0.8 89793.6 -1.6 2.7 262.0 0.0 0.0
2000 1 27 0 -2.3 2.5 90070.3 -0.0 1.8 256.1 0.0 0.1
2000 1 28 0 -1.7 2.4 90582.9 0.3 -1.6 290.2 0.0 1.5
2000 1 29 0 -3.6 1.2 90647.8 0.0 -0.9 268.7 0.0 0.0
2000 1 30 0 -5.7 0.2 90603.0 0.4 0.9 207.4 0.0 0.0
2000 1 31 0 -4.8 0.0 90089.0 2.6 0.3 187.2 0.0 0.0
2000 2 1 0 -3.5 0.0 90469.9 1.2 0.9 189.7 0.0 0.0
2000 2 2 0 2.4 0.6 90102.5 4.1 1.7 236.0 0.0 0.1
2000 2 3 0 3.0 0.0 90602.4 3.2 -3.8 266.5 0.0 1.3
2000 2 4 0 -2.1 0.0 91228.4 3.0 -3.1 197.9 0.0 0.1
2000 2 5 0 -1.2 0.0 90483.6 1.1 1.6 217.1 0.0 0.0
2000 2 6 0 2.5 0.0 90400.7 2.3 -0.1 252.0 0.0 0.0
2000 2 7 0 2.7 0.0 90996.2 2.7 -0.5 222.1 0.0 0.0
2000 2 8 0 5.3 0.0 90419.5 3.4 2.4 238.1 0.0 0.0
2000 2 9 0 7.8 0.0 89662.7 2.4 0.8 266.6 0.0 0.0
2000 2 10 0 3.5 0.2 89699.1 -1.4 -2.3 280.3 0.0 2.9
2000 2 11 0 -4.0 0.4 90189.3 -2.5 0.8 257.0 0.0 0.0
2000 2 12 0 -3.1 2.3 89390.3 -0.7 0.6 248.6 0.0 0.1
2000 2 13 0 -5.6 3.1 89438.7 -2.4 -0.3 276.6 0.0 0.0
2000 2 14 0 -2.8 0.1 89371.3 0.0 2.0 235.7 0.0 0.7
2000 2 15 0 1.2 0.8 89149.8 2.3 -0.0 241.7 0.0 1.1
2000 2 16 0 -0.7 0.1 90417.9 0.2 1.1 221.8 0.0 0.3
2000 2 17 0 -0.3 3.1 90107.1 -2.2 -2.5 279.0 0.0 0.1
2000 2 18 0 -2.2 0.1 90390.2 -0.0 -0.4 213.8 0.0 0.0
2000 2 19 0 0.1 0.1 90511.9 3.0 0.9 211.4 0.0 0.5
2000 2 20 0 2.3 0.2 90456.4 2.3 2.7 211.4 0.0 0.0
2000 2 21 0 7.3 0.0 89844.4 2.8 2.7 246.4 0.0 0.0
2000 2 22 0 10.8 0.0 89580.1 2.1 1.4 269.4 0.0 9.9
2000 2 23 0 11.1 0.0 89634.6 -0.5 -2.1 284.0 0.0 9.7
2000 2 24 0 8.8 0.0 89277.4 -1.2 2.3 256.3 0.0 0.9
2000 2 25 0 8.4 3.7 88383.9 0.2 -0.9 296.7 0.1 43.1
2000 2 26 0 5.3 2.9 89162.7 7.0 -5.6 278.1 0.0 0.1
2000 2 27 0 5.2 0.0 90050.3 2.5 2.1 229.7 0.0 0.0
2000 2 28 0 9.3 0.0 89183.5 0.8 3.0 273.1 0.0 2.4
2000 2 29 0 9.0 0.0 89555.1 0.8 -3.2 262.5 0.0 8.8
2000 3 1 0 6.0 0.0 90233.1 -2.0 -0.0 248.2 0.0 0.0
2000 3 2 0 5.9 0.0 90245.2 -1.7 0.2 262.1 0.0 0.4
2000 3 3 0 8.5 0.0 90147.3 1.9 1.8 261.1 0.0 0.7
2000 3 4 0 11.1 0.0 89716.5 1.6 1.9 253.1 0.0 0.0
2000 3 5 0 13.2 0.0 89072.1 -0.5 3.0 258.6 0.0 0.0
2000 3 6 0 12.6 0.2 88804.5 0.2 2.7 270.7 0.0 0.4
2000 3 7 0 12.2 3.2 89284.9 -0.8 1.5 288.1 0.0 7.3
2000 3 8 0 6.7 29.2 88996.7 1.5 -6.5 330.1 0.0 1.1
2000 3 9 0 -1.3 0.7 90199.1 0.4 -3.5 250.0 0.0 0.2
2000 3 10 0 0.1 0.2 90283.1 -0.2 -0.9 278.2 0.0 1.2
2000 3 11 0 3.1 1.5 90504.4 1.7 0.7 234.7 0.0 3.3
2000 3 12 0 4.3 0.9 90170.7 0.1 -1.5 268.2 0.0 30.3
2000 3 13 0 3.9 0.1 90228.4 1.5 0.8 249.4 0.0 30.5
2000 3 14 0 6.8 0.1 89912.6 1.8 1.6 260.5 0.0 2.9
